emp_no,first_name,last_name,title,dept_no,dept_name
231099,Fumiko,Vrecion,Senior Staff,d008,Research
231105,Zijian,Kitai,Staff,d007,Sales
231108,Nimmagadda,Tasistro,Senior Engineer,d005,Development
231110,Kiyomitsu,Sidou,Senior Staff,d009,Customer Service
231111,Shirish,Rosiles,Senior Engineer,d005,Development
231116,Kristof,Danecki,Senior Engineer,d005,Development
231122,Jeane,Baik,Senior Engineer,d005,Development
231127,Izaskun,Kavvadias,Staff,d001,Marketing
231130,Kien,Skafidas,Staff,d002,Finance
231131,Aimee,Rajaraman,Engineer,d004,Production
231132,Arunas,Hofstetter,Senior Staff,d008,Research
231139,Tetsushi,Kaelbling,Senior Staff,d002,Finance
231143,Zhensheng,Comyn,Engineer,d004,Production
231144,Pradeep,Simmen,Senior Staff,d004,Production
231146,Kazuhira,Ebeling,Senior Engineer,d006,Quality Management
231151,Jessie,Varman,Senior Staff,d007,Sales
231152,Fay,Straney,Engineer,d005,Development
231163,Emran,Dechter,Senior Staff,d007,Sales
231170,Mingdong,Champarnaud,Engineer,d004,Production
231178,Gennady,Highland,Senior Staff,d007,Sales
231179,Cristinel,Benaini,Engineer,d006,Quality Management
231185,Shimshon,Uludag,Senior Staff,d007,Sales
231192,Zorica,Siepmann,Senior Engineer,d004,Production
231193,Freyja,Isaac,Senior Engineer,d006,Quality Management
231194,Tonny,Burnard,Senior Engineer,d006,Quality Management
231198,Debatosh,Bellone,Senior Engineer,d005,Development
231202,Nobuyoshi,Fioravanti,Senior Engineer,d004,Production
231205,Lidong,Nittel,Senior Staff,d007,Sales
231207,Peternela,Lakshmanan,Technique Leader,d005,Development
231212,Oksana,Raney,Engineer,d005,Development
231215,Jovan,Bierbaum,Senior Staff,d002,Finance
231222,Gino,Reghbati,Senior Staff,d007,Sales
231224,Bernd,Uludag,Senior Staff,d007,Sales
231234,Xuedong,Borovoy,Senior Engineer,d005,Development
231236,Guadalupe,Iisaka,Senior Engineer,d004,Production
231238,Sarita,Tsukuda,Senior Engineer,d005,Development
231243,Abdelghani,Birta,Senior Staff,d003,Human Resources
231244,Percy,Cummings,Engineer,d005,Development
231245,Arto,Pezzoli,Staff,d009,Customer Service
231250,Mats,Crouzet,Technique Leader,d005,Development
231253,Hairong,Codenie,Senior Staff,d007,Sales
231262,Utz,Bojadziev,Senior Engineer,d005,Development
231263,Babette,Maksimenko,Engineer,d005,Development
231270,Gritta,Rassart,Senior Staff,d009,Customer Service
231275,Yongmao,Kuzuoka,Staff,d009,Customer Service
231276,Jayesh,Butner,Senior Staff,d007,Sales
231280,Weidon,Verhoeff,Technique Leader,d004,Production
231284,Luigi,Antonakopoulos,Staff,d001,Marketing
231287,Shalesh,Ghazalie,Engineer,d004,Production
231294,Sven,Brender,Senior Staff,d007,Sales
231299,Susuma,Whittlesey,Senior Staff,d002,Finance
231305,Frazer,Godskesen,Senior Engineer,d004,Production
231308,Lijie,Boudaillier,Senior Staff,d002,Finance
231315,Subir,Farrar,Senior Engineer,d008,Research
231316,Zhilian,Soloway,Engineer,d005,Development
231322,Tetsushi,Colorni,Engineer,d004,Production
231324,Utpal,Thebaut,Senior Engineer,d004,Production
231329,Kinh,Onuegbe,Assistant Engineer,d004,Production
231333,Kinh,Stroustrup,Senior Staff,d003,Human Resources
231339,Bogdan,Skrikant,Senior Engineer,d005,Development
231344,Ohad,Kalafatis,Senior Staff,d001,Marketing
231345,Kagan,Asrin,Staff,d003,Human Resources
231347,Kiam,Thimonier,Senior Engineer,d005,Development
231353,Dinah,Schurmann,Senior Engineer,d004,Production
231355,Abdelghani,Silva,Senior Engineer,d005,Development
231362,Boriana,Pintelas,Technique Leader,d004,Production
231368,Richara,Muhling,Assistant Engineer,d006,Quality Management
231372,Khatoun,Koblick,Staff,d002,Finance
231375,Jungsoon,Kushnir,Senior Staff,d009,Customer Service
231380,Christfried,Schwabacher,Assistant Engineer,d005,Development
231383,Randy,Chiodo,Senior Engineer,d004,Production
231386,Ashish,Swiss,Senior Engineer,d004,Production
231392,Mats,Akiyama,Senior Engineer,d005,Development
231393,Tamiya,DuCasse,Senior Engineer,d004,Production
231401,Fumino,Biran,Senior Engineer,d004,Production
231409,Maya,Thorensen,Senior Engineer,d006,Quality Management
231410,Persi,Sidou,Senior Staff,d007,Sales
231411,Prasadram,Perfilyeva,Senior Staff,d002,Finance
231416,Mokhtar,DasSarma,Senior Staff,d007,Sales
231417,Arfst,Breugel,Senior Engineer,d004,Production
231424,Dayanand,Fortenbacher,Senior Staff,d001,Marketing
231425,Danai,DuCasse,Senior Engineer,d005,Development
231427,Shuji,Jullig,Engineer,d004,Production
231430,Quingbo,Kusakabe,Senior Staff,d007,Sales
231431,Anestis,Merle,Senior Staff,d001,Marketing
231436,Hironobu,Nannarelli,Senior Engineer,d005,Development
231440,Mariangiola,Lores,Senior Engineer,d005,Development
231443,Atreyi,Olivero,Senior Staff,d007,Sales
231444,Fei,Angelov,Staff,d008,Research
231457,Mads,Ratnaker,Senior Staff,d007,Sales
231463,Utpal,Ressouche,Engineer,d005,Development
231469,Juyoung,Denos,Senior Engineer,d006,Quality Management
231470,Hitofumi,Sankaranarayanan,Senior Staff,d009,Customer Service
231471,Saeko,Chinin,Senior Engineer,d006,Quality Management
231473,Mong,Kalafatis,Senior Engineer,d004,Production
231477,Larisa,Krohm,Senior Staff,d003,Human Resources
231479,Yunming,Maksimenko,Engineer,d004,Production
231486,Yefim,Cmelik,Senior Engineer,d005,Development
231487,Jingling,Schmittgen,Engineer,d004,Production
231490,Etsuo,Clouatre,Senior Staff,d009,Customer Service
231495,Ewing,Polajnar,Staff,d007,Sales
231499,Inderjeet,Perly,Staff,d001,Marketing
231501,Valeska,Kawashimo,Senior Staff,d001,Marketing
231509,Hongzue,Farris,Engineer,d005,Development
231511,Felicidad,Vieri,Staff,d007,Sales
231514,Phillip,Fraisse,Engineer,d004,Production
231516,Jinya,Farrag,Senior Staff,d002,Finance
231520,Junichi,Angel,Engineer,d004,Production
231521,Kiam,Koshino,Senior Engineer,d005,Development
231522,Saeed,Kaminger,Senior Engineer,d005,Development
231523,Oscal,Rattan,Staff,d001,Marketing
231527,Limsoon,Diderrich,Senior Staff,d007,Sales
231528,Serenella,Botman,Senior Engineer,d005,Development
231535,Deborah,Murtha,Engineer,d005,Development
231536,Jouni,Wrigley,Senior Staff,d009,Customer Service
231538,Arco,Azumi,Senior Engineer,d004,Production
231549,Yahiko,Renear,Senior Engineer,d004,Production
231553,Oksana,Simkin,Senior Engineer,d004,Production
231554,Xiaoshan,Hennings,Senior Engineer,d005,Development
231557,Janche,Griswold,Senior Engineer,d005,Development
231558,Percy,Karcich,Senior Staff,d007,Sales
231562,Juyoung,Irland,Senior Engineer,d004,Production
231563,Khosrow,Rijckaert,Staff,d007,Sales
231564,Vasilii,Nanard,Senior Staff,d009,Customer Service
231566,Lillian,Brickell,Senior Staff,d003,Human Resources
231567,Ravishankar,Ohori,Senior Engineer,d004,Production
231570,Dietrich,Vecchi,Staff,d007,Sales
231571,Lena,Broomell,Senior Staff,d007,Sales
231578,Taiji,Barvinok,Staff,d007,Sales
231583,Szabolcs,Laventhal,Senior Engineer,d004,Production
231586,Teunis,Standera,Senior Staff,d008,Research
231587,Cheong,Schueller,Senior Engineer,d005,Development
231588,Insup,Biron,Engineer,d004,Production
231594,Arvind,Nourani,Senior Engineer,d005,Development
231595,Jenwei,Schwartzbauer,Senior Staff,d007,Sales
231602,Leaf,Azumi,Senior Engineer,d005,Development
231606,Marlo,Trumbly,Senior Engineer,d005,Development
231611,Moni,Muhlberg,Senior Staff,d002,Finance
231614,Saeed,Suessmith,Senior Staff,d008,Research
231616,Shalesh,Szmurlo,Engineer,d004,Production
231618,Cedric,Shiratori,Senior Staff,d009,Customer Service
231627,Conor,Schaaf,Engineer,d005,Development
231634,Conor,Marwedel,Senior Engineer,d004,Production
231635,Billie,Kalafatis,Technique Leader,d004,Production
231639,Boriana,Kropp,Senior Engineer,d005,Development
231649,Woody,Hebert,Senior Engineer,d004,Production
231658,Hironobu,Janetzko,Engineer,d005,Development
231661,Remzi,Matzke,Senior Staff,d001,Marketing
231662,Manu,Marakhovsky,Assistant Engineer,d005,Development
231665,Gita,Cullers,Senior Engineer,d005,Development
231667,Rimon,Porenta,Senior Staff,d008,Research
231672,Hironobu,Erdi,Senior Engineer,d004,Production
231673,Lubomir,Genin,Senior Engineer,d005,Development
231689,Mikhail,Rajala,Senior Staff,d003,Human Resources
231690,Srinidhi,Selenyi,Senior Staff,d002,Finance
231693,Brigham,Thisen,Engineer,d004,Production
231696,Foong,Silva,Senior Staff,d007,Sales
231699,Subhankar,Murtha,Senior Staff,d004,Production
231702,Sahrah,Vieri,Senior Staff,d007,Sales
231703,Kwangjo,Meszaros,Senior Staff,d007,Sales
231704,Tetsurou,Rajcani,Senior Staff,d003,Human Resources
231705,Fusako,Feldhoffer,Senior Engineer,d006,Quality Management
231706,Achilleas,Pettey,Senior Staff,d007,Sales
231719,Felicidad,Krichel,Technique Leader,d005,Development
231723,Wanqing,Aseltine,Technique Leader,d005,Development
231727,Kazuhito,Luca,Senior Staff,d009,Customer Service
231729,Kristen,Kobuchi,Senior Staff,d001,Marketing
231735,Sanjeeva,Randi,Senior Staff,d003,Human Resources
231736,Sverrir,Peternell,Technique Leader,d005,Development
231740,Kyoichi,Gustavson,Senior Staff,d007,Sales
231746,Jaber,Gist,Staff,d008,Research
231748,Christophe,Curless,Staff,d007,Sales
231750,Arvind,Siepmann,Staff,d001,Marketing
231751,Van,Lunn,Senior Staff,d009,Customer Service
231754,Yannis,Stemann,Staff,d007,Sales
231756,Ronnie,Barreiro,Engineer,d006,Quality Management
231760,Karsten,Auyong,Senior Staff,d009,Customer Service
231767,Bezalel,Butterworth,Senior Staff,d007,Sales
231770,Ashish,Luke,Senior Staff,d007,Sales
231782,Yagil,Uehara,Assistant Engineer,d005,Development
231783,Tomokazu,Radwan,Senior Staff,d007,Sales
231795,Marsja,Zweizig,Senior Engineer,d004,Production
231802,Ohad,Nastansky,Senior Staff,d001,Marketing
231803,Lein,Kilgour,Senior Engineer,d006,Quality Management
231806,Bokyung,Toyoshima,Technique Leader,d005,Development
231815,Marjo,Reinhart,Senior Engineer,d004,Production
231818,Gretta,Hartvigsen,Technique Leader,d004,Production
231825,Fumitake,Cyne,Senior Engineer,d004,Production
231829,Jaideep,Leuchs,Senior Staff,d003,Human Resources
231832,Chanjung,Ramsay,Senior Engineer,d005,Development
231838,Kazuhiko,Strandh,Engineer,d005,Development
231842,Navid,Limongiello,Engineer,d005,Development
231847,Geraldo,Pauthner,Senior Staff,d008,Research
231848,Munenori,Ghandeharizadeh,Senior Engineer,d005,Development
231856,Suzette,Remmele,Engineer,d004,Production
231857,Breannda,Erev,Staff,d009,Customer Service
231858,Geoffry,Baez,Senior Staff,d007,Sales
231865,Gou,Reeken,Senior Engineer,d005,Development
231874,Murthy,Peroz,Senior Staff,d007,Sales
231876,Abdelkader,Akazan,Senior Staff,d008,Research
231879,Kyoichi,Acton,Senior Engineer,d004,Production
231883,Srinidhi,Heering,Senior Staff,d008,Research
231884,Florian,Pagter,Senior Staff,d002,Finance
231887,Yongmin,Petereit,Senior Staff,d007,Sales
231891,Yagil,Ranka,Senior Staff,d001,Marketing
231895,Shiv,Hmelo,Senior Engineer,d004,Production
231899,Vishu,Neiman,Engineer,d005,Development
231905,Hugo,Comellas,Senior Engineer,d005,Development
231911,Lucien,Sury,Staff,d007,Sales
231918,Ger,Naumovich,Senior Engineer,d004,Production
231919,Sanjit,Lamma,Senior Engineer,d005,Development
231922,Mohammad,Minakawa,Senior Engineer,d006,Quality Management
231929,Adit,Muhlberg,Senior Staff,d009,Customer Service
231932,Tru,Molberg,Senior Engineer,d006,Quality Management
231935,Duri,Perry,Senior Engineer,d005,Development
231938,Stafford,Fontan,Senior Engineer,d004,Production
231940,JiYoung,Servi,Senior Staff,d007,Sales
231943,Niteen,Tsukune,Senior Staff,d009,Customer Service
231947,Vasilis,Radivojevic,Staff,d007,Sales
231950,Stella,Marchegay,Senior Engineer,d005,Development
231952,Carrsten,Docker,Senior Engineer,d006,Quality Management
231956,Spyrose,Birjandi,Senior Staff,d007,Sales
231959,Adib,Hatcliff,Senior Staff,d007,Sales
231963,Xuejia,Peng,Engineer,d005,Development
231968,Elrique,Mapelli,Senior Engineer,d005,Development
231969,Flemming,Birrer,Senior Engineer,d004,Production
231978,Somnath,Plesums,Senior Staff,d003,Human Resources
231981,Ekawit,Zedlitz,Senior Engineer,d005,Development
231988,Baocai,Esteva,Senior Engineer,d004,Production
231994,Hideyuki,Hagimont,Senior Engineer,d005,Development
231996,Aleksander,Peng,Senior Engineer,d004,Production
232000,Satyanarayana,Dolinsky,Senior Staff,d009,Customer Service
232010,Neelam,Farris,Senior Engineer,d004,Production
232012,Yefim,Veldwijk,Staff,d007,Sales
232013,Hidde,Falby,Staff,d007,Sales
232030,Kish,Waleschkowski,Senior Engineer,d004,Production
232031,Zvonko,Alpay,Senior Engineer,d005,Development
232035,Yakichi,Marwedel,Senior Engineer,d004,Production
232038,Ennio,Bach,Senior Engineer,d006,Quality Management
232040,Vasiliy,Hoogerwoord,Senior Engineer,d005,Development
232045,Berhard,Goodrum,Senior Engineer,d005,Development
232048,Mabhin,Kandlur,Senior Engineer,d004,Production
232050,Tomoyuki,Weedon,Senior Staff,d007,Sales
232053,Izaskun,Mundy,Senior Engineer,d004,Production
232054,Tetsurou,Hanabata,Engineer,d005,Development
232057,Valter,Candan,Senior Staff,d003,Human Resources
232058,Shigeichiro,Pehl,Senior Engineer,d004,Production
232062,Sham,Salinas,Staff,d007,Sales
232064,Kwok,Collette,Engineer,d005,Development
232065,Berto,Kohling,Staff,d002,Finance
232067,Abdelwaheb,Rosay,Engineer,d005,Development
232070,Bilhanan,Marrakchi,Senior Staff,d009,Customer Service
232082,Kiyokazu,Copas,Engineer,d005,Development
232083,Ebru,Wissmann,Staff,d009,Customer Service
232089,Yoshimitsu,Czaja,Senior Engineer,d005,Development
232091,Yishay,Nooteboom,Engineer,d005,Development
232093,Sadun,Keustermans,Engineer,d004,Production
232096,Harjit,Iacovou,Senior Engineer,d006,Quality Management
232098,Margareta,Bale,Senior Staff,d007,Sales
232102,Hidekazu,Ramsay,Staff,d007,Sales
232107,Boutros,Baby,Senior Engineer,d005,Development
232111,Abdelkader,Gecsel,Senior Engineer,d005,Development
232113,Jaideep,Sichman,Senior Staff,d007,Sales
232114,Bogdan,Jonsson,Senior Staff,d007,Sales
232118,Kankanahalli,Murtafg,Senior Engineer,d004,Production
232121,Ayonca,Panwar,Senior Engineer,d006,Quality Management
232124,Martins,Mungall,Senior Staff,d001,Marketing
232125,Soenke,Vasanthakumar,Senior Engineer,d005,Development
232127,Jamaludin,Hanabata,Engineer,d004,Production
232130,Shichao,Lanzelotte,Senior Staff,d004,Production
232133,Pascal,Cangellaris,Senior Staff,d007,Sales
232134,Malu,Suwa,Senior Engineer,d004,Production
232142,Valter,Merli,Senior Engineer,d004,Production
232143,Zongyan,Demian,Senior Engineer,d005,Development
232146,Candido,Herbst,Senior Staff,d009,Customer Service
232152,Mayumi,Paludetto,Senior Staff,d002,Finance
232154,Kerhong,Steinauer,Senior Staff,d001,Marketing
232158,Moty,Merro,Senior Engineer,d004,Production
232169,Alois,Jiang,Staff,d009,Customer Service
232174,Susuma,Masaki,Assistant Engineer,d005,Development
232180,Mabry,Lorys,Senior Engineer,d004,Production
232182,Paloma,Haraldson,Engineer,d005,Development
232183,Jahangir,Snedden,Senior Engineer,d006,Quality Management
232184,Persi,Weiland,Technique Leader,d005,Development
232199,Goncalo,Heinisuo,Staff,d007,Sales
232201,Weicheng,Baig,Senior Staff,d007,Sales
232203,Shaowei,Pollock,Technique Leader,d004,Production
232204,Mamdouh,Zastre,Staff,d007,Sales
232211,Demos,Nishimukai,Engineer,d004,Production
232220,Zengping,Hettesheimer,Senior Engineer,d005,Development
232221,Fumiko,Bahi,Senior Engineer,d005,Development
232226,Marsja,Gerteisen,Senior Engineer,d005,Development
232230,Gay,Steinauer,Senior Staff,d003,Human Resources
232236,Xiaoshan,Bonifati,Senior Staff,d009,Customer Service
232241,Uno,Barbanera,Staff,d002,Finance
232243,Manton,Encarnacion,Senior Staff,d009,Customer Service
232244,Berna,Polupanov,Senior Engineer,d005,Development
232247,Shounak,Oehlmann,Senior Engineer,d004,Production
232255,Mariangiola,Callaway,Senior Staff,d001,Marketing
232260,Mohan,Stanger,Senior Engineer,d005,Development
232262,Anyuan,Furedi,Senior Staff,d007,Sales
232264,Huai,Buescher,Senior Engineer,d005,Development
232265,Peer,Wilfing,Technique Leader,d006,Quality Management
232269,Kamran,Szmurlo,Engineer,d004,Production
232276,Berna,Ruemmler,Senior Staff,d009,Customer Service
232277,Chaitali,Calkin,Senior Engineer,d004,Production
232278,Xiping,Tempesti,Senior Staff,d003,Human Resources
232280,Tran,Thibadeau,Senior Staff,d002,Finance
232284,Garnet,Spell,Technique Leader,d004,Production
232289,Fun,Farrag,Senior Engineer,d004,Production
232291,Gila,Desikan,Technique Leader,d004,Production
232294,Arie,Klerer,Senior Engineer,d005,Development
232295,Amalendu,Ranft,Staff,d008,Research
232297,Ghassan,Borstler,Senior Engineer,d005,Development
232298,Bader,Tempesti,Technique Leader,d004,Production
232313,Raimond,Schiettecatte,Senior Staff,d007,Sales
232328,Uinam,Stanger,Senior Engineer,d004,Production
232330,Eben,Kohling,Assistant Engineer,d004,Production
232333,Irene,Isaak,Engineer,d005,Development
232334,Mayuri,Kaminger,Senior Engineer,d006,Quality Management
232335,Fay,Boguraev,Senior Staff,d009,Customer Service
232338,Genta,Mahnke,Senior Staff,d007,Sales
232340,Gaetan,Marciano,Engineer,d004,Production
232348,Thanasis,Bernick,Senior Staff,d001,Marketing
232350,Subir,Lammel,Engineer,d005,Development
232357,Doowon,Biros,Staff,d003,Human Resources
232358,Stabislas,Sadowski,Senior Staff,d007,Sales
232359,Troy,Chepyzhov,Senior Engineer,d004,Production
232367,Youjian,Krogh,Engineer,d006,Quality Management
232373,Marsha,Lowrie,Senior Staff,d008,Research
232379,Hatsukazu,Fandrianto,Senior Staff,d003,Human Resources
232381,Siddarth,Tempesti,Senior Staff,d001,Marketing
232382,Shir,Landherr,Staff,d002,Finance
232384,Selwyn,Niizuma,Engineer,d004,Production
232389,Marit,Kumaresan,Engineer,d004,Production
232390,Mohd,Veldwijk,Technique Leader,d006,Quality Management
232396,Alejandra,Weisert,Senior Engineer,d005,Development
232413,Claude,Suri,Senior Engineer,d005,Development
232414,Kwok,Leaver,Senior Staff,d009,Customer Service
232416,Tokuyasu,Binkley,Senior Engineer,d006,Quality Management
232419,Zhonghua,Leslie,Senior Engineer,d004,Production
232423,Szabolcs,Baezner,Senior Engineer,d005,Development
232430,Karoline,Adachi,Senior Engineer,d005,Development
232434,Ziva,Reistad,Staff,d009,Customer Service
232436,Morrie,Stemann,Senior Staff,d008,Research
232437,Kasturi,Douceur,Senior Staff,d001,Marketing
232438,Demos,Polupanov,Staff,d005,Development
232440,Ottavia,Ressouche,Senior Engineer,d004,Production
232445,Khedija,Llado,Staff,d007,Sales
232446,Chirstian,Siepmann,Senior Staff,d002,Finance
232449,Goh,Gunderson,Staff,d008,Research
232455,Sreekrishna,Bonifati,Senior Engineer,d005,Development
232460,Heather,Panwar,Senior Engineer,d005,Development
232466,Weidon,Perri,Technique Leader,d004,Production
232468,Sashi,Harllee,Senior Engineer,d005,Development
232474,Ugo,Luke,Senior Staff,d007,Sales
232485,Margo,Denti,Senior Engineer,d004,Production
232486,Bodo,Hutter,Senior Staff,d007,Sales
232503,Goa,Camurati,Senior Engineer,d004,Production
232507,Uinam,Gimbel,Senior Staff,d007,Sales
232508,Kankanahalli,Brickell,Senior Staff,d007,Sales
